"Name","Location","Function Signature","Function Size"
"FUN_0003790a","0003790a","undefined FUN_0003790a()","162"
"FUN_000379b6","000379b6","undefined FUN_000379b6()","246"
"FUN_00037aac","00037aac","undefined FUN_00037aac()","110"
"FUN_00037b4a","00037b4a","undefined FUN_00037b4a()","204"
"FUN_00037c16","00037c16","undefined FUN_00037c16()","18"
"FUN_00037c28","00037c28","undefined FUN_00037c28()","18"
"FUN_00037c3a","00037c3a","undefined FUN_00037c3a()","18"
"FUN_00037c4c","00037c4c","undefined FUN_00037c4c()","18"
"FUN_00037c5e","00037c5e","undefined FUN_00037c5e()","1"
"FUN_0003813c","0003813c","undefined FUN_0003813c()","76"
"FUN_00038188","00038188","undefined FUN_00038188()","78"
"FUN_000381d6","000381d6","undefined FUN_000381d6()","72"
"FUN_00038228","00038228","undefined FUN_00038228()","118"
"FUN_0003829e","0003829e","undefined FUN_0003829e()","30"
"FUN_000382bc","000382bc","undefined FUN_000382bc()","14"
"FUN_000382ca","000382ca","undefined FUN_000382ca()","26"
"FUN_000382e4","000382e4","undefined FUN_000382e4()","14"
"FUN_000382f2","000382f2","undefined FUN_000382f2()","14"
"FUN_00038300","00038300","undefined FUN_00038300()","74"
"FUN_0003834a","0003834a","undefined FUN_0003834a()","56"
"FUN_00038382","00038382","undefined FUN_00038382()","196"
"FUN_00038446","00038446","undefined FUN_00038446(undefined param_1\, undefined param_2\, undefined param_3\, undefined param_4\, undefined4 param_5)","20"
"FUN_0003845a","0003845a","undefined FUN_0003845a(undefined param_1\, undefined param_2\, undefined param_3\, undefined param_4\, undefined4 param_5)","72"
"FUN_000384a2","000384a2","undefined FUN_000384a2(undefined param_1\, undefined param_2\, undefined param_3\, undefined param_4\, undefined4 param_5)","72"
"FUN_000384ea","000384ea","undefined FUN_000384ea(undefined param_1\, undefined param_2\, undefined param_3\, undefined param_4\, undefined4 param_5)","66"
"FUN_0003852c","0003852c","undefined FUN_0003852c()","14"
"FUN_0003853a","0003853a","undefined FUN_0003853a()","14"
"FUN_00038548","00038548","undefined FUN_00038548()","14"
"FUN_00038556","00038556","undefined FUN_00038556(undefined param_1\, undefined param_2\, undefined param_3\, undefined param_4\, undefined4 param_5)","20"
"FUN_0003856a","0003856a","undefined FUN_0003856a(undefined param_1\, undefined param_2\, undefined param_3\, undefined param_4\, undefined4 param_5)","20"
"FUN_0003857e","0003857e","undefined FUN_0003857e()","70"
"FUN_000385c4","000385c4","undefined FUN_000385c4()","70"
"FUN_0003860a","0003860a","undefined FUN_0003860a()","14"
"FUN_0003867c","0003867c","undefined FUN_0003867c()","14"
"FUN_0003868a","0003868a","undefined FUN_0003868a()","14"
"FUN_00038698","00038698","undefined FUN_00038698()","14"
"FUN_000386a6","000386a6","undefined FUN_000386a6()","52"
"FUN_000386da","000386da","undefined FUN_000386da(undefined param_1\, undefined param_2\, undefined param_3\, undefined param_4\, undefined4 param_5)","190"
"FUN_000389cc","000389cc","undefined FUN_000389cc()","94"
"FUN_00038a2a","00038a2a","undefined FUN_00038a2a()","1"
"FUN_00038ade","00038ade","undefined FUN_00038ade(undefined param_1\, undefined param_2\, undefined param_3\, undefined param_4\, undefined param_5\, undefined4 param_6)","134"
"FUN_00038b5e","00038b5e","undefined FUN_00038b5e()","1"
"FUN_00038c44","00038c44","undefined FUN_00038c44()","222"
"FUN_00038cb2","00038cb2","undefined FUN_00038cb2()","374"
"FUN_00038e30","00038e30","undefined FUN_00038e30()","82"
"FUN_00038e82","00038e82","undefined FUN_00038e82()","118"
"FUN_00038ef8","00038ef8","undefined FUN_00038ef8()","92"
"FUN_00038f78","00038f78","undefined FUN_00038f78()","182"
"FUN_00039030","00039030","undefined FUN_00039030()","130"
"FUN_000390b2","000390b2","undefined FUN_000390b2()","370"
"FUN_00039224","00039224","undefined FUN_00039224()","204"
"FUN_000392f0","000392f0","undefined FUN_000392f0()","362"
"GPPSeqBack","000394a0","undefined GPPSeqBack()","170"
"FUN_000395a0","000395a0","undefined FUN_000395a0()","1"
"FUN_000395f6","000395f6","undefined FUN_000395f6()","80"
"FUN_00039668","00039668","undefined FUN_00039668()","26"
"GPPSeqLoad","00039682","undefined GPPSeqLoad()","148"
"FUN_00039716","00039716","undefined FUN_00039716()","72"
"FUN_0003975e","0003975e","undefined FUN_0003975e()","38"
"FUN_00039784","00039784","undefined FUN_00039784()","240"
"FUN_00039942","00039942","undefined FUN_00039942()","222"
"FUN_00039952","00039952","undefined FUN_00039952()","38"
"GPPSeqInfo","00039978","undefined GPPSeqInfo()","86"
"FUN_00039a30","00039a30","undefined FUN_00039a30()","58"
"FUN_00039a6a","00039a6a","undefined FUN_00039a6a()","126"
"FUN_00039b10","00039b10","undefined FUN_00039b10()","8"
"FUN_00039b18","00039b18","undefined FUN_00039b18()","8"
"FUN_00039b20","00039b20","undefined FUN_00039b20()","8"
"FUN_00039b30","00039b30","undefined FUN_00039b30()","114"
"FUN_00039ba2","00039ba2","undefined FUN_00039ba2()","90"
"FUN_00039c2c","00039c2c","undefined FUN_00039c2c()","20"
"FUN_00039c44","00039c44","undefined FUN_00039c44()","110"
"FUN_00039cb6","00039cb6","undefined FUN_00039cb6()","164"
"FUN_00039d5a","00039d5a","undefined FUN_00039d5a()","102"
"FUN_00039e58","00039e58","undefined FUN_00039e58()","20"
"FUN_00039e70","00039e70","undefined FUN_00039e70()","166"
"FUN_00039f16","00039f16","undefined FUN_00039f16()","102"
"FUN_0003a02c","0003a02c","undefined FUN_0003a02c()","52"
"FUN_0003a060","0003a060","undefined FUN_0003a060()","86"
"FUN_0003a126","0003a126","undefined FUN_0003a126()","176"
"FUN_0003a1d8","0003a1d8","undefined FUN_0003a1d8(undefined param_1\, undefined param_2\, undefined param_3\, undefined param_4\, undefined4 param_5)","310"
"FUN_0003a360","0003a360","undefined FUN_0003a360(undefined param_1\, undefined param_2\, undefined param_3\, undefined param_4\, undefined4 param_5)","742"
"FUN_0003a648","0003a648","undefined FUN_0003a648()","140"
"FUN_0003a700","0003a700","undefined FUN_0003a700()","22"
"FUN_0003a71a","0003a71a","undefined FUN_0003a71a()","124"
"FUN_0003a796","0003a796","undefined FUN_0003a796()","98"
"FUN_0003a82a","0003a82a","undefined FUN_0003a82a()","22"
"FUN_0003a840","0003a840","undefined FUN_0003a840()","32"
"FUN_0003a860","0003a860","undefined FUN_0003a860()","156"
"FUN_0003a8fc","0003a8fc","undefined FUN_0003a8fc()","100"
"FUN_0003a9ba","0003a9ba","undefined FUN_0003a9ba()","118"
"FUN_0003aa30","0003aa30","undefined FUN_0003aa30()","94"
"FUN_0003aac0","0003aac0","undefined FUN_0003aac0()","26"
"FUN_0003aada","0003aada","undefined FUN_0003aada()","34"
"FUN_0003ab28","0003ab28","undefined FUN_0003ab28()","174"
"FUN_0003abd6","0003abd6","undefined FUN_0003abd6()","150"
"FUN_0003ac6c","0003ac6c","undefined FUN_0003ac6c()","94"
"FUN_0003acca","0003acca","undefined FUN_0003acca()","34"
"FUN_0003acec","0003acec","undefined FUN_0003acec()","26"
"FUN_0003ad06","0003ad06","undefined FUN_0003ad06()","170"
"FUN_0003adb0","0003adb0","undefined FUN_0003adb0()","156"
"FUN_0003ae4c","0003ae4c","undefined FUN_0003ae4c()","92"
"FUN_0003aea8","0003aea8","undefined FUN_0003aea8()","20"
"FUN_0003aec0","0003aec0","undefined FUN_0003aec0()","136"
"FUN_0003af68","0003af68","undefined FUN_0003af68()","94"
"FUN_0003b010","0003b010","undefined FUN_0003b010()","124"
"FUN_0003b08c","0003b08c","undefined FUN_0003b08c()","92"
"FUN_0003b12e","0003b12e","undefined FUN_0003b12e()","124"
"FUN_0003b1aa","0003b1aa","undefined FUN_0003b1aa()","92"
"FUN_0003b24e","0003b24e","undefined FUN_0003b24e()","124"
"FUN_0003b2ca","0003b2ca","undefined FUN_0003b2ca()","94"
"FUN_0003b398","0003b398","undefined FUN_0003b398()","1"
"FUN_0003b540","0003b540","undefined FUN_0003b540()","8"
"FUN_0003b558","0003b558","undefined FUN_0003b558()","8"
"FUN_0003b570","0003b570","undefined FUN_0003b570()","8"
"FUN_0003b588","0003b588","undefined FUN_0003b588()","24"
"FUN_0003b5b6","0003b5b6","undefined FUN_0003b5b6()","24"
"FUN_0003b5e0","0003b5e0","undefined FUN_0003b5e0()","24"
"FUN_0003b60e","0003b60e","undefined FUN_0003b60e()","24"
"FUN_0003b63c","0003b63c","undefined FUN_0003b63c()","8"
"FUN_0003b652","0003b652","undefined FUN_0003b652()","8"
"FUN_0003b668","0003b668","undefined FUN_0003b668()","8"
"FUN_0003b67e","0003b67e","undefined FUN_0003b67e()","8"
"chan_update_b0_ac","0003b6b8","undefined chan_update_b0_ac()","150"
"FUN_0003b750","0003b750","undefined FUN_0003b750()","48"
"FUN_0003b780","0003b780","undefined FUN_0003b780()","52"
"FUN_0003b7b6","0003b7b6","undefined FUN_0003b7b6()","30"
"FUN_0003b7d4","0003b7d4","undefined FUN_0003b7d4()","32"
"FUN_0003b7f4","0003b7f4","undefined FUN_0003b7f4()","144"
"FUN_0003b884","0003b884","undefined FUN_0003b884()","100"
"FUN_0003b9c0","0003b9c0","undefined FUN_0003b9c0()","92"
"FUN_0003ba1c","0003ba1c","undefined FUN_0003ba1c()","470"
"chan_set_gpio_in_load","0003bcd2","undefined chan_set_gpio_in_load()","188"
"chan_set_gpio_in_bond","0003bd8e","undefined chan_set_gpio_in_bond()","152"
"FUN_0003be2a","0003be2a","undefined FUN_0003be2a()","82"
"FUN_0003be7c","0003be7c","undefined FUN_0003be7c()","1"
"FUN_0003bed0","0003bed0","undefined FUN_0003bed0()","1"
"FUN_0003bf10","0003bf10","undefined FUN_0003bf10()","1"
"FUN_0003bf8c","0003bf8c","undefined FUN_0003bf8c()","60"
"FUN_0003c00a","0003c00a","undefined FUN_0003c00a()","250"
"FUN_0003c0c6","0003c0c6","undefined FUN_0003c0c6(struct scpi_parsesm_state * pstate)","134"
"FUN_0003c134","0003c134","undefined FUN_0003c134()","100"
"FUN_0003c19c","0003c19c","undefined FUN_0003c19c()","26"
"FUN_0003c22c","0003c22c","undefined FUN_0003c22c()","64"
"chan_disable_prep_for_load","0003c26c","undefined chan_disable_prep_for_load()","134"
"chan_load_set_internal","0003c2f2","undefined chan_load_set_internal()","228"
"FUN_0003c3d6","0003c3d6","undefined FUN_0003c3d6()","398"
"chan_load_set","0003c564","undefined chan_load_set(undefined4 ch\, undefined4 load_mode)","266"
"chan_load_set","0003c6a4","thunk undefined chan_load_set(undefined4 ch\, undefined4 load_mode)","2"
"FUN_0003c6c4","0003c6c4","undefined FUN_0003c6c4()","384"
"FUN_0003c846","0003c846","undefined FUN_0003c846()","28"
"channel_write_ocp_100ua","0003c894","undefined channel_write_ocp_100ua()","2"
"FUN_0003c898","0003c898","undefined FUN_0003c898()","322"
"FUN_0003c9da","0003c9da","undefined FUN_0003c9da()","26"
"FUN_0003c9f4","0003c9f4","undefined FUN_0003c9f4()","44"
"chan_clamp_ocp_before_load","0003ca26","undefined chan_clamp_ocp_before_load()","36"
"FUN_0003ca4a","0003ca4a","undefined FUN_0003ca4a()","30"
"FUN_0003ca68","0003ca68","undefined FUN_0003ca68()","1"
"FUN_0003cae0","0003cae0","undefined FUN_0003cae0()","94"
"FUN_0003cc6c","0003cc6c","undefined FUN_0003cc6c()","52"
"channel_write_ovp_mv","0003cd84","undefined channel_write_ovp_mv()","2"
"FUN_0003cd86","0003cd86","undefined FUN_0003cd86()","20"
"FUN_0003cd9a","0003cd9a","undefined FUN_0003cd9a()","316"
"FUN_0003ced6","0003ced6","undefined FUN_0003ced6()","26"
"FUN_0003cef0","0003cef0","undefined FUN_0003cef0()","36"
"chan_clamp_ovp_before_load","0003cf22","undefined chan_clamp_ovp_before_load()","46"
"FUN_0003cf50","0003cf50","undefined FUN_0003cf50()","30"
"FUN_0003cf6e","0003cf6e","undefined FUN_0003cf6e()","136"
"FUN_0003cff6","0003cff6","undefined FUN_0003cff6()","102"
"FUN_0003d256","0003d256","undefined FUN_0003d256()","88"
"FUN_0003d368","0003d368","undefined FUN_0003d368()","386"
"update_channel_leds","0003d518","undefined update_channel_leds()","80"
"channel_output_enable_inner","0003d568","undefined channel_output_enable_inner()","206"
"FUN_0003d636","0003d636","undefined FUN_0003d636()","202"
"FUN_0003d702","0003d702","undefined FUN_0003d702()","118"
"channel_output_enable_outer","0003d778","undefined channel_output_enable_outer()","62"
"FUN_0003d7b6","0003d7b6","undefined FUN_0003d7b6()","42"
"FUN_0003d7e0","0003d7e0","undefined FUN_0003d7e0()","82"
"channel_output_enable_outer_2","0003d832","void channel_output_enable_outer_2(uint param_1\, int param_2)","122"
"FUN_0003d8ac","0003d8ac","undefined FUN_0003d8ac()","32"
"FUN_0003d8cc","0003d8cc","undefined FUN_0003d8cc()","90"
"FUN_0003d966","0003d966","undefined FUN_0003d966()","150"
"channel_output_enable_outer_2","0003da4a","thunk void channel_output_enable_outer_2(uint param_1\, int param_2)","2"
"FUN_0003da4c","0003da4c","undefined FUN_0003da4c()","1"
"FUN_0003daa4","0003daa4","undefined FUN_0003daa4()","134"
"channel_write_iset_100ua","0003db84","undefined channel_write_iset_100ua()","184"
"FUN_0003dc3c","0003dc3c","undefined FUN_0003dc3c()","54"
"FUN_0003dc72","0003dc72","undefined FUN_0003dc72()","4"
"chan_clamp_iset_before_load","0003dc76","undefined chan_clamp_iset_before_load()","34"
"FUN_0003dc98","0003dc98","undefined FUN_0003dc98()","88"
"FUN_0003dcf0","0003dcf0","undefined FUN_0003dcf0()","184"
"FUN_0003dda8","0003dda8","undefined FUN_0003dda8()","106"
"FUN_0003de7a","0003de7a","undefined FUN_0003de7a()","44"
"FUN_0003dee8","0003dee8","undefined FUN_0003dee8()","142"
"channel_write_vset_mv","0003dfd0","undefined channel_write_vset_mv()","238"
"FUN_0003e090","0003e090","undefined FUN_0003e090()","36"
"FUN_0003e0b4","0003e0b4","undefined FUN_0003e0b4()","30"
"chan_clamp_vset_before_load","0003e0d2","undefined chan_clamp_vset_before_load()","44"
"FUN_0003e0fe","0003e0fe","undefined FUN_0003e0fe()","96"
"FUN_0003e15e","0003e15e","undefined FUN_0003e15e()","86"
"FUN_0003e1b4","0003e1b4","undefined FUN_0003e1b4()","54"
"FUN_0003e1ea","0003e1ea","undefined FUN_0003e1ea()","198"
"FUN_0003e2b0","0003e2b0","undefined FUN_0003e2b0()","122"
"FUN_0003e396","0003e396","undefined FUN_0003e396()","146"
"FUN_0003e490","0003e490","undefined FUN_0003e490()","358"
"channel_rx_cvcc","0003e5f6","undefined channel_rx_cvcc(undefined4 param_1\, undefined4 cv)","144"
"chan_set_bond_mode_internal","0003e6b0","undefined chan_set_bond_mode_internal()","178"
"FUN_0003e766","0003e766","undefined FUN_0003e766()","78"
"chan_disable_bond_channels","0003e7b6","void chan_disable_bond_channels(void)","48"
"chan_set_bond_mode","0003e7e6","undefined chan_set_bond_mode()","180"
"chan_set_bond_mode","0003e896","thunk undefined chan_set_bond_mode()","2"
"FUN_0003e8dc","0003e8dc","undefined FUN_0003e8dc()","52"
"FUN_0003e910","0003e910","undefined FUN_0003e910()","4"
"chan_dance_on_with_zero_load","0003e91c","undefined chan_dance_on_with_zero_load()","122"
"FUN_0003e996","0003e996","undefined FUN_0003e996()","40"
"sflash_read","0003e9d0","void sflash_read(int param_1\, int param_2\, uint param_3)","64"
"sflash_erase_and_program","0003ea10","void sflash_erase_and_program(int param_1\, int param_2\, uint param_3)","70"
"GPPSetLoad","0003ea56","undefined GPPSetLoad()","160"
"sync_gppset_to_sflash","0003eaf6","undefined sync_gppset_to_sflash()","134"
"FUN_0003eba0","0003eba0","undefined FUN_0003eba0()","194"
"FUN_0003ec62","0003ec62","undefined FUN_0003ec62()","132"
"GPPStaReadSflash","0003ece6","undefined GPPStaReadSflash()","16"
"GPPStaSaveSflash","0003ecf6","void GPPStaSaveSflash(int param_1\, int param_2)","16"
"GppStaPersistInit","0003ed06","void GppStaPersistInit(struct gppsta_persist * param_1)","58"
"GPPStaCheckOrInit","0003ed40","undefined GPPStaCheckOrInit(struct gppsta_persist * param_1\, undefined4 param_2)","38"
"FUN_0003ed66","0003ed66","undefined FUN_0003ed66()","32"
"GPPStaInit","0003edd8","undefined GPPStaInit()","164"
"GPPInfInit","0003eed0","undefined GPPInfInit()","184"
"FUN_0003ef44","0003ef44","undefined FUN_0003ef44()","106"
"FUN_0003efb0","0003efb0","undefined FUN_0003efb0()","1"
"FUN_0003efb2","0003efb2","undefined FUN_0003efb2()","248"
"FUN_0003f0ac","0003f0ac","undefined FUN_0003f0ac()","108"
"FUN_0003f118","0003f118","undefined FUN_0003f118(struct scpi_parsesm_state * pstate)","1"
"FUN_0003f14c","0003f14c","undefined FUN_0003f14c()","96"
"bootloader_get_ver","0003f1dc","undefined bootloader_get_ver()","58"
"bootloader_get_hwver","0003f216","undefined bootloader_get_hwver()","34"
"ui_overlay_display_version","0003f238","undefined ui_overlay_display_version()","28"
"FUN_0003f254","0003f254","undefined FUN_0003f254()","230"
"backlight_set_shit_maybe","0003f4a0","undefined backlight_set_shit_maybe()","96"
"FUN_0003f684","0003f684","undefined FUN_0003f684()","38"
"FUN_0003f6aa","0003f6aa","undefined FUN_0003f6aa()","62"
"FUN_0003f6fa","0003f6fa","undefined FUN_0003f6fa()","74"
"FUN_0003f744","0003f744","undefined FUN_0003f744()","58"
"GPPSysBack","0003f7de","undefined GPPSysBack()","264"
"FUN_0003f936","0003f936","undefined FUN_0003f936()","178"
"GPPStrInit","0003f9e8","undefined GPPStrInit()","18"
"FUN_0003fa04","0003fa04","undefined FUN_0003fa04()","20"
"checksum_update","0003fae4","undefined checksum_update()","36"
"FUN_0003fb08","0003fb08","undefined FUN_0003fb08()","20"
"GPPUpgProc","0003fb1c","undefined4 GPPUpgProc(undefined4 fhand\, dword flength)","288"
"FUN_0003fc3c","0003fc3c","undefined FUN_0003fc3c()","56"
"FUN_0003fd04","0003fd04","undefined FUN_0003fd04()","30"
"FUN_0003fd22","0003fd22","undefined FUN_0003fd22()","50"
"FUN_0003fd54","0003fd54","undefined FUN_0003fd54()","12"
"FUN_0003fd60","0003fd60","undefined FUN_0003fd60()","36"
"FUN_0003fd9c","0003fd9c","undefined FUN_0003fd9c()","32"
"adc_init","0003fddc","undefined adc_init()","148"
"check_adc_6_or_7","0003fe5a","undefined check_adc_6_or_7()","106"
"FUN_0003fed8","0003fed8","undefined FUN_0003fed8()","196"
"FUN_0003ff9c","0003ff9c","undefined FUN_0003ff9c()","16"
"thunk_FUN_0003fed8","0003ffac","thunk undefined thunk_FUN_0003fed8()","2"
"FUN_00040010","00040010","undefined FUN_00040010()","12"
"FUN_0004001c","0004001c","undefined FUN_0004001c()","44"
"FUN_00040082","00040082","undefined FUN_00040082()","168"
"FUN_000400f2","000400f2","undefined FUN_000400f2()","48"
"FUN_00040122","00040122","undefined FUN_00040122()","300"
"FUN_0004025c","0004025c","undefined FUN_0004025c()","150"
"FUN_00040374","00040374","undefined FUN_00040374()","46"
"FUN_000403a2","000403a2","undefined FUN_000403a2()","46"
"FUN_00040548","00040548","undefined FUN_00040548()","88"
"thunk_FUN_00040548","000405a0","thunk undefined thunk_FUN_00040548()","2"
"FUN_000405a2","000405a2","undefined FUN_000405a2()","166"
"FUN_00040648","00040648","undefined FUN_00040648(undefined param_1\, undefined param_2\, undefined param_3\, undefined param_4\, undefined4 param_5)","94"
"FUN_00040862","00040862","undefined FUN_00040862()","356"
"FUN_00040874","00040874","undefined FUN_00040874()","208"
"FUN_00040944","00040944","undefined FUN_00040944()","56"
"FUN_00040998","00040998","undefined FUN_00040998()","92"
"timer0_reset","000409f6","undefined timer0_reset()","24"
"timer0_wait_ticks","00040a0e","undefined timer0_wait_ticks()","18"
"FUN_00040a20","00040a20","undefined FUN_00040a20()","22"
"FUN_00040a36","00040a36","undefined FUN_00040a36()","28"
"FUN_00040a52","00040a52","undefined FUN_00040a52()","50"
"FUN_00040a84","00040a84","undefined FUN_00040a84()","66"
"reset_timers_and_other_things","00040ac6","undefined reset_timers_and_other_things()","26"
"timer_event","00040ae0","pointer timer_event(void)","256"
"FUN_00040be0","00040be0","undefined FUN_00040be0()","42"
"FUN_00040bec","00040bec","undefined FUN_00040bec()","2"
"FUN_00040c44","00040c44","undefined FUN_00040c44()","66"
"FUN_00040c94","00040c94","undefined FUN_00040c94()","98"
"FUN_00040cf6","00040cf6","undefined FUN_00040cf6()","90"
"FUN_00040d50","00040d50","undefined FUN_00040d50()","20"
"memcpy","00040d74","void memcpy(undefined4 * param_1\, undefined4 * param_2\, uint param_3)","36"
"memset","00040d98","undefined memset()","14"
"bzero","00040da6","void bzero(void * param_1\, undefined4 param_2)","4"
"FUN_00040daa","00040daa","undefined FUN_00040daa()","1"
"FUN_00040dbc","00040dbc","undefined FUN_00040dbc()","24"
"FUN_00040dd4","00040dd4","undefined FUN_00040dd4()","24"
"FUN_00040dec","00040dec","undefined FUN_00040dec()","20"
"strlen","00040e00","int strlen(char * param_1)","14"
"FUN_00040e0e","00040e0e","undefined FUN_00040e0e()","28"
"FUN_00040e2a","00040e2a","undefined FUN_00040e2a()","26"
"FUN_00040e44","00040e44","undefined FUN_00040e44()","18"
"FUN_00040e56","00040e56","undefined FUN_00040e56()","30"
"FUN_00040e74","00040e74","undefined FUN_00040e74()","26"
"FUN_00040e8e","00040e8e","undefined FUN_00040e8e()","164"
"__aeabi_fdiv","00040f3e","float __aeabi_fdiv(float param_1\, float param_2)","146"
"FUN_00040fbe","00040fbe","undefined FUN_00040fbe()","348"
"FUN_00041100","00041100","undefined FUN_00041100()","6"
"FUN_00041106","00041106","undefined FUN_00041106()","6"
"FUN_0004110c","0004110c","undefined FUN_0004110c()","228"
"__aeabi_ddiv","000411f0","double __aeabi_ddiv(double param_1\, double param_2)","222"
"FUN_000412ce","000412ce","undefined FUN_000412ce()","46"
"__aeabi_i2f_maybe","000412fc","float __aeabi_i2f_maybe(uint param_1)","18"
"FUN_0004130e","0004130e","undefined FUN_0004130e()","100"
"__aeabi_i2d","00041318","undefined __aeabi_i2d()","34"
"FUN_0004133a","0004133a","undefined FUN_0004133a()","26"
"FUN_00041354","00041354","undefined FUN_00041354()","62"
"FUN_00041392","00041392","undefined FUN_00041392()","50"
"__aeabi_f2d","000413c4","double __aeabi_f2d(float param_1)","38"
"FUN_000413ec","000413ec","undefined FUN_000413ec()","38"
"FUN_00041414","00041414","undefined FUN_00041414()","38"
"__aeabi_d2f","0004143c","float __aeabi_d2f(double param_1)","56"
"FUN_00041474","00041474","undefined FUN_00041474()","20"
"FUN_00041488","00041488","undefined FUN_00041488()","44"
"FUN_000414b4","000414b4","undefined FUN_000414b4()","30"
"FUN_000414d2","000414d2","undefined FUN_000414d2()","32"
"FUN_000414f2","000414f2","undefined FUN_000414f2()","36"
"FUN_00041518","00041518","undefined FUN_00041518()","54"
"FUN_0004154e","0004154e","undefined FUN_0004154e()","88"
"FUN_000415b4","000415b4","undefined FUN_000415b4()","112"
"FUN_000416aa","000416aa","undefined FUN_000416aa(undefined param_1\, undefined param_2\, undefined param_3\, undefined param_4\, undefined4 param_5\, undefined param_6\, undefined4 param_7)","164"
"FUN_0004174e","0004174e","undefined FUN_0004174e()","48"
"init_constructors","00041780","undefined init_constructors()","36"
"FUN_000417a4","000417a4","undefined FUN_000417a4()","4"
"FUN_000417ac","000417ac","undefined FUN_000417ac()","18"
"FUN_000417c0","000417c0","undefined FUN_000417c0()","256"
"FUN_000418c0","000418c0","undefined FUN_000418c0()","560"
"FUN_00041b3c","00041b3c","undefined FUN_00041b3c()","158"
"FUN_00041bda","00041bda","undefined FUN_00041bda()","28"
"FUN_00041bf6","00041bf6","undefined FUN_00041bf6()","24"
"unpack_bytes","00041c0e","undefined unpack_bytes()","92"
"FUN_00041c6c","00041c6c","undefined FUN_00041c6c()","22"
"sprintf","00041c8c","undefined sprintf()","34"
"FUN_00041cb4","00041cb4","undefined FUN_00041cb4()","30"
"FUN_00041cd8","00041cd8","undefined FUN_00041cd8()","40"
"FUN_00041d00","00041d00","undefined FUN_00041d00()","4"
"FUN_00041d08","00041d08","undefined FUN_00041d08()","830"
"FUN_00042090","00042090","undefined FUN_00042090()","230"
"FUN_0004218c","0004218c","undefined FUN_0004218c()","170"
"FUN_00042238","00042238","undefined FUN_00042238(undefined param_1\, undefined param_2\, undefined param_3\, undefined param_4\, undefined4 param_5)","224"
"FUN_00042324","00042324","undefined FUN_00042324()","10"
"FUN_00042334","00042334","undefined FUN_00042334()","6"
"copy_words","00042340","thunk undefined copy_words()","2"
"FUN_00042348","00042348","undefined FUN_00042348()","12"
"zero_words","00042350","undefined zero_words()","14"
"FUN_00042360","00042360","undefined FUN_00042360()","6"
"FUN_0004236c","0004236c","undefined FUN_0004236c(undefined param_1\, undefined param_2\, undefined param_3\, undefined param_4\, undefined4 param_5\, undefined4 param_6)","326"
"FUN_000424c8","000424c8","undefined FUN_000424c8()","14"
"FUN_000424d8","000424d8","undefined FUN_000424d8()","1716"
"FUN_00042bc8","00042bc8","undefined FUN_00042bc8()","38"
"FUN_00042bee","00042bee","undefined FUN_00042bee()","48"
"FUN_00042c1e","00042c1e","undefined FUN_00042c1e()","10"
"FUN_00042c28","00042c28","undefined FUN_00042c28()","42"
"FUN_00042c54","00042c54","undefined FUN_00042c54()","566"
"FUN_00042ee4","00042ee4","undefined FUN_00042ee4()","822"
"FUN_00043254","00043254","undefined FUN_00043254()","166"
